index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification,-66.86
0,2022-07-23-17:13:52,-65,-99,100,100,-90,-98,100,100,100,100,100,-61,-72,100,100,-98,100,100,100,100,-87,100,100,-98,-81,45,
1,2022-07-23-17:13:57,-73,-92,100,100,-94,100,100,100,100,100,100,-70,-66,100,100,-75,100,100,100,100,100,100,100,-94,-84,45,
2,2022-07-23-17:14:02,-66,-80,100,100,-95,-76,100,100,100,100,100,-62,-58,100,100,-72,100,100,100,100,-87,100,100,-88,-81,45,
3,2022-07-23-17:14:07,-63,-82,100,100,100,-76,100,100,100,100,100,-63,-57,100,100,-77,100,100,100,100,100,100,100,-83,-78,45,
4,2022-07-23-17:14:12,-67,-80,100,100,100,-76,100,100,100,100,100,-63,-57,100,100,-72,100,100,100,100,100,100,100,-86,-80,45,
5,2022-07-23-17:14:17,-64,-83,100,100,-91,-76,100,100,100,100,100,-65,-57,100,100,-75,100,100,100,100,100,100,100,-83,-80,45,
6,2022-07-23-17:14:22,-71,-80,100,100,-94,-95,100,100,100,100,100,-62,-63,100,100,-70,100,100,100,100,100,100,100,-91,-91,45,
7,2022-07-23-17:14:27,-67,-80,100,100,100,-76,100,100,100,100,100,-62,-58,100,100,-72,100,100,100,100,100,100,100,100,-80,45,
8,2022-07-23-17:14:32,-71,-93,100,100,-94,100,100,100,100,100,100,-69,-62,100,100,-75,100,100,100,100,100,100,100,-92,-86,45,
9,2022-07-23-17:14:37,-67,-80,100,100,-94,-76,100,100,100,100,100,-62,-58,100,100,-72,100,100,100,100,100,100,100,-88,-80,45,
10,2022-07-23-17:14:42,-63,-81,100,100,-90,-77,100,100,100,100,100,-64,-57,100,100,-76,100,100,100,100,100,100,100,-83,-78,45,
11,2022-07-23-17:14:47,-71,100,100,100,-94,-96,100,100,100,100,100,-69,-63,100,100,-76,100,100,100,100,100,100,100,-90,-84,45,
