index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-24-10:44:25,-87,-86,100,100,-95,-84,100,100,100,100,100,-96,-76,100,100,-63,100,100,100,100,-91,100,100,-93,-68,39
1,2022-07-24-10:44:30,-75,-77,100,100,-80,-69,100,100,100,100,100,-86,-77,100,100,-71,100,100,100,100,-85,100,100,-81,-47,39
2,2022-07-24-10:44:35,-80,-77,100,100,-80,-77,100,100,-95,100,100,-82,-84,-93,100,-69,100,100,100,100,100,100,100,-91,-48,39
3,2022-07-24-10:44:40,-80,-78,100,100,-83,-74,100,100,100,100,100,-85,-81,-93,100,-73,100,100,100,100,-85,100,100,-85,-48,39
4,2022-07-24-10:44:45,-83,-79,100,100,-82,-70,100,100,100,100,100,-86,-78,100,100,-63,100,100,100,100,100,100,100,-89,-55,39
5,2022-07-24-10:44:50,-79,-77,100,100,-82,-69,100,100,-95,100,100,100,-75,-93,100,-76,100,100,100,100,-79,100,100,-85,-48,39
6,2022-07-24-10:44:55,-80,-78,100,100,-81,-77,100,100,100,100,100,-87,-81,-92,100,-72,100,100,100,100,-80,100,100,-91,-49,39
7,2022-07-24-10:45:00,-84,-79,100,100,-81,-70,100,100,-96,100,100,100,-84,100,100,-62,100,100,100,100,-86,100,100,-89,-55,39
8,2022-07-24-10:45:05,-78,-79,100,100,-82,-69,100,100,100,100,100,-83,-79,100,100,-77,100,100,100,100,100,100,100,-89,-47,39
9,2022-07-24-10:45:10,-79,-77,100,100,-80,-76,100,100,-96,100,100,-86,-75,-93,100,-77,100,100,100,100,100,100,100,-85,-48,39
10,2022-07-24-10:45:15,-78,-77,100,100,-80,-70,100,100,100,100,100,-86,-82,-93,100,-72,100,100,100,100,100,100,100,-93,-49,39
11,2022-07-24-10:45:20,-86,-81,100,100,-80,-69,100,100,100,100,100,100,-78,-91,100,-63,100,100,100,100,-87,100,100,-89,-55,39
12,2022-07-24-10:45:25,-80,-78,100,100,-80,-69,100,100,100,100,100,-88,-78,-93,100,-77,100,100,100,100,100,100,100,-89,-47,39
13,2022-07-24-10:45:30,-80,-79,100,100,-80,-76,100,100,100,100,100,-86,-75,-91,100,-72,100,100,100,100,-87,100,100,-92,-49,39
14,2022-07-24-10:45:35,-85,-81,100,100,-80,-71,100,100,100,100,100,-86,-79,100,100,-63,100,100,100,100,100,100,100,-85,-55,39
15,2022-07-24-10:45:40,-77,-78,100,100,-81,-71,100,100,100,100,100,-90,-76,100,100,-77,100,100,100,100,-87,100,100,-85,-48,39
16,2022-07-24-10:45:45,-82,-79,100,100,-80,-69,100,100,100,100,100,100,-84,-92,100,-72,100,100,100,100,-84,100,100,-85,-48,39
17,2022-07-24-10:45:50,-79,-78,100,100,-85,-76,100,100,100,100,100,-85,-77,100,100,-72,100,100,100,100,-83,100,100,-85,-48,39
18,2022-07-24-10:45:55,-77,-77,100,100,-80,-71,100,100,100,100,100,-86,-75,100,100,-77,100,100,100,100,-87,100,100,-89,-55,39
19,2022-07-24-10:46:00,-77,-79,100,100,-80,-69,100,100,-97,100,100,-87,-81,100,100,-72,100,100,100,100,-86,100,100,-85,-55,39
